year,make,model,trim,body,transmission,vin,branch,condition,odometer,color,interior,seller,marketprice,sellingprice,saledate
2006,Volkswagen,Passat,2.0T,Sedan,automatic,wvwak73c36p043180,SURABAYA,34.0,80041.0,black,black,volkswagen santa monica,98900000.0,107500000.0,Wed Jan 07 2019 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,GLK-Class,GLK350,suv,automatic,wdcgg5hb0dg143048,SURABAYA,45.0,26334.0,white,black,mercedes-benz financial services,591250000.0,580500000.0,Wed Jun 17 2018 02:30:00 GMT-0700 (PDT)
2012,Chrysler,Town and Country,Touring,Minivan,,2c4rc1bg6cr188354,SURABAYA,29.0,24704.0,gray,black,fiserv/usb dealer services northstar exchange,376250000.0,344000000.0,Fri Jan 09 2018 09:00:00 GMT-0800 (PST)
2007,GMC,Acadia,SLE-1,suv,automatic,1gker13707j133070,BALIKPAPAN,19.0,123314.0,black,black,ars/ford-lincoln dealer program,182750000.0,137600000.0,Thu Jun 18 2019 07:00:00 GMT-0700 (PDT)
2013,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab9dn683156,BALIKPAPAN,3.0,49106.0,black,black,regional acceptance corporation / greenville,210700000.0,212850000.0,Thu Jan 08 2019 01:30:00 GMT-0800 (PST)
2012,Toyota,Sienna,LE 8-Passenger,Minivan,automatic,5tdkk3dc1cs192085,BALIKPAPAN,26.0,44116.0,silver,gray,tdaf remarketing,363350000.0,367650000.0,Tue Jan 27 2018 01:00:00 GMT-0800 (PST)
2013,Chrysler,Town and Country,Touring-L,minivan,automatic,2c4rc1cg6dr691818,MEDAN,42.0,30948.0,gold,tan,chrysler capital,440750000.0,468700000.0,Wed Jun 17 2019 03:00:00 GMT-0700 (PDT)
2010,Mazda,Mazda6,i Touring,Sedan,,1yvhz8ch5a5m56518,BALIKPAPAN,27.0,100613.0,burgundy,black,meridian remarketing,166087500.0,135450000.0,Tue Mar 10 2019 03:00:00 GMT-0700 (PDT)
2002,Mercedes-Benz,S-Class,S430,Sedan,automatic,wdbng70j82a234403,BALIKPAPAN,24.0,121791.0,gold,beige,time finance co,70412500.0,70950000.0,Wed Dec 17 2018 12:05:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac4dh506374,JAKARTA,46.0,19913.0,gray,gray,hyundai motor finance,282725000.0,290250000.0,Wed Dec 17 2018 10:30:00 GMT-0800 (PST)
2012,Toyota,Camry,XLE,Sedan,automatic,4t1bf1fk9cu603821,SURABAYA,36.0,14249.0,gray,gray,toyota financial services,357975000.0,335400000.0,Mon Jun 01 2018 17:00:00 GMT-0700 (PDT)
2007,,,,,automatic,wdbrf52h47a929617,BALIKPAPAN,3.0,118785.0,black,black,m & n financial,132225000.0,69875000.0,Tue May 26 2018 06:00:00 GMT-0700 (PDT)
2013,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag3dc650030,JAKARTA,45.0,8913.0,blue,gray,chapman chry jeep,563300000.0,629950000.0,Fri Feb 06 2018 03:45:00 GMT-0800 (PST)
2013,Ford,Escape,SE,suv,automatic,1fmcu0gx8dud35876,JAKARTA,42.0,30251.0,red,gray,ford motor credit company llc,332175000.0,354750000.0,Wed Jun 03 2018 03:00:00 GMT-0700 (PDT)
2002,Oldsmobile,Bravada,Base,SUV,automatic,1ghdt13s622117885,JAKARTA,1.0,129327.0,red,gray,cash time title loans,47300000.0,30100000.0,Wed Feb 25 2018 03:00:00 GMT-0800 (PST)
2002,Lexus,RX 300,Base,SUV,automatic,jtjhf10u520264132,MEDAN,34.0,151996.0,black,tan,credit acceptance corp/vrs/southfield,104812500.0,92450000.0,Tue Mar 10 2019 02:30:00 GMT-0700 (PDT)
2010,Kia,Rio,Base,sedan,,knadh4a34a6690017,BALIKPAPAN,39.0,96579.0,gold,beige,toyota of stafford,82237500.0,94600000.0,Thu May 28 2018 02:35:00 GMT-0700 (PDT)
2009,Chevrolet,Impala,LS,sedan,automatic,2g1wb57nx91322089,BALIKPAPAN,32.0,87776.0,blue,gray,robert larson's hyundai,124162500.0,139750000.0,Wed Jun 17 2019 07:20:00 GMT-0700 (PDT)
2014,Dodge,Challenger,R/T,Coupe,manual,2c3cdybt1eh265976,BALIKPAPAN,44.0,17261.0,—,black,budget rent a car/atlanta,522450000.0,533200000.0,Wed Feb 11 2019 02:00:00 GMT-0800 (PST)
2014,Ford,Escape,SE,SUV,automatic,1fmcu0gx6eub73330,JAKARTA,42.0,56168.0,green,gray,ford motor credit company,316050000.0,305300000.0,Wed Feb 04 2019 01:30:00 GMT-0800 (PST)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb6dn745248,BALIKPAPAN,19.0,13839.0,black,black,remarketing by ge/manheim arena illinois,250475000.0,247250000.0,Tue May 26 2019 03:00:00 GMT-0700 (PDT)
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d16c265848,SURABAYA,19.0,122068.0,silver,gray,capital one auto finance,67187500.0,75250000.0,Tue May 26 2018 02:30:00 GMT-0700 (PDT)
2013,Honda,Pilot,EX,SUV,,5fnyf4h40db011801,SURABAYA,39.0,36589.0,gray,beige,ahfc/honda lease trust/hvt  inc. eot,451500000.0,483750000.0,Fri Feb 27 2018 01:00:00 GMT-0800 (PST)
2006,Mitsubishi,Eclipse,GS,Hatchback,manual,4a3ak24f66e008783,JAKARTA,1.0,147898.0,gray,gray,credit acceptance corp/vrs/southfield,63425000.0,25800000.0,Tue Feb 17 2018 05:00:00 GMT-0800 (PST)
2000,Honda,Civic,VP,Sedan,automatic,2hgej6619yh601163,MEDAN,19.0,161361.0,black,gray,western motors/aide rent a car,31712500.0,15050000.0,Thu Dec 18 2019 12:00:00 GMT-0800 (PST)
2004,Chrysler,Sebring,Base,Sedan,automatic,1c3al46j54n387239,MEDAN,25.0,97595.0,black,black,dt credit corporation,40850000.0,49450000.0,Thu Mar 05 2018 04:30:00 GMT-0800 (PST)
2005,Toyota,Avalon,Limited,Sedan,automatic,4t1bk36b25u020954,SURABAYA,38.0,134412.0,blue,tan,tdaf remarketing,137062500.0,182750000.0,Wed Feb 11 2018 02:00:00 GMT-0800 (PST)
2013,Toyota,Corolla,S,Sedan,automatic,5yfbu4ee4dp092427,JAKARTA,28.0,60332.0,red,black,the hertz corporation,262300000.0,242950000.0,Fri Feb 13 2018 01:00:00 GMT-0800 (PST)
2006,Mercedes-Benz,C-Class,C280 Luxury,sedan,automatic,wdbrf54h96a824826,BALIKPAPAN,28.0,121996.0,gold,tan,hendrick honda daytona,105887500.0,118250000.0,Wed May 27 2018 10:20:00 GMT-0700 (PDT)
2012,Volkswagen,Jetta,SE,Sedan,automatic,3vwdx7aj7cm313333,MEDAN,32.0,66840.0,black,tan,vw credit  inc/pilot,180062500.0,206400000.0,Thu Dec 18 2018 11:00:00 GMT-0800 (PST)
2011,BMW,X5,xDrive35i,SUV,automatic,5uxzv4c52bl739524,MEDAN,28.0,38944.0,blue,beige,braman motorcars,606300000.0,563300000.0,Thu Feb 19 2018 01:40:00 GMT-0800 (PST)
2006,Nissan,Pathfinder,SE,suv,,5n1ar18u96c626835,JAKARTA,3.0,99397.0,silver,beige,remarketing by ge/drivetime,162862500.0,144050000.0,Wed Jun 10 2019 02:00:00 GMT-0700 (PDT)
2012,Dodge,Avenger,SE,sedan,automatic,1c3cdzab2cn182432,MEDAN,19.0,40264.0,black,black,santander consumer,199412500.0,109650000.0,Wed Jun 10 2018 02:30:00 GMT-0700 (PDT)
2012,Chrysler,200,LX,Sedan,automatic,1c3ccbab7cn101080,MEDAN,42.0,71015.0,silver,black,gm financial,177912500.0,184900000.0,Wed Feb 04 2018 01:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Prestige Premium,SUV,automatic,salvv2bg2dh715844,JAKARTA,44.0,20249.0,blue,gray,summer enterprises of miami inc,913750000.0,913750000.0,Tue Jan 06 2018 01:30:00 GMT-0800 (PST)
2012,Nissan,Maxima,3.5 SV,Sedan,,1n4aa5ap8cc812035,SURABAYA,43.0,40351.0,white,black,nissan-infiniti lt,361200000.0,251550000.0,Fri Jan 16 2018 01:00:00 GMT-0800 (PST)
2013,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap3dc805477,BALIKPAPAN,28.0,53856.0,white,beige,the hertz corporation,297775000.0,307450000.0,Wed May 27 2018 03:00:00 GMT-0700 (PDT)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv2bw672759,SURABAYA,19.0,32660.0,black,black,nissan-infiniti lt,332175000.0,249400000.0,Wed Feb 18 2018 01:30:00 GMT-0800 (PST)
2003,Chevrolet,Impala,LS,Sedan,automatic,2g1wh52k339293006,SURABAYA,19.0,161243.0,white,gray,credit acceptance corp/vrs/southfield,43537500.0,38700000.0,Tue Mar 03 2018 01:30:00 GMT-0800 (PST)
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h74er243931,SURABAYA,49.0,18199.0,green,black,lease plan usa,337550000.0,339700000.0,Tue Mar 10 2019 03:00:00 GMT-0700 (PDT)
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ew4eda10188,MEDAN,49.0,2744.0,white,gray,u-haul,509550000.0,498800000.0,Wed Feb 04 2019 04:00:00 GMT-0800 (PST)
2013,Cadillac,SRX,Luxury,SUV,automatic,3gyfnge38ds546433,SURABAYA,4.0,34798.0,—,black,music city autoplex llc,528900000.0,559000000.0,Wed Dec 31 2019 10:10:00 GMT-0800 (PST)
2012,Kia,Forte,EX,Sedan,automatic,knafu4a26c5594040,SURABAYA,35.0,50585.0,silver,gray,dtg operations inc,187050000.0,169850000.0,Tue Feb 24 2019 01:30:00 GMT-0800 (PST)
2014,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb8e7205915,JAKARTA,46.0,8299.0,black,black,fiserv/citizens one auto finance,277350000.0,303150000.0,Thu Jan 29 2019 01:35:00 GMT-0800 (PST)
2013,Chevrolet,Spark,1LT,Hatchback,automatic,kl8cd6s91dc550577,JAKARTA,37.0,46218.0,yellow,yellow,fox rent a car,175762500.0,180600000.0,Tue Mar 03 2018 04:30:00 GMT-0800 (PST)
2012,Lexus,ES 350,Base,Sedan,automatic,jthbk1eg5c2504792,BALIKPAPAN,37.0,26197.0,white,gray,lexus financial services,479450000.0,455800000.0,Tue Feb 10 2018 01:30:00 GMT-0800 (PST)
2010,Toyota,Sequoia,Platinum,SUV,automatic,5tdyy5g18as028618,BALIKPAPAN,38.0,130189.0,white,gray,auto sails inc,468700000.0,480525000.0,Tue May 26 2018 09:00:00 GMT-0700 (PDT)
2012,Honda,Accord,EX-L V-6,Sedan,automatic,1hgcp3f80ca018716,BALIKPAPAN,41.0,13835.0,gray,beige,ahfc/honda lease trust/hvt  inc. eot,373025000.0,363350000.0,Fri May 22 2018 02:00:00 GMT-0700 (PDT)
2014,Ford,Focus,SE,Hatchback,automatic,1fadp3k24el302772,SURABAYA,49.0,28799.0,red,black,avis budget group,266600000.0,258000000.0,Tue Jan 27 2019 03:00:00 GMT-0800 (PST)
2012,Chevrolet,Cruze,1LT,Sedan,,1g1pf5sc0c7298880,JAKARTA,41.0,45175.0,blue,black,gm financial leasing,213925000.0,232200000.0,Fri Mar 06 2019 01:00:00 GMT-0800 (PST)
2012,Nissan,Rogue,S,SUV,automatic,jn8as5mt6cw267228,BALIKPAPAN,29.0,56137.0,blue,black,nissan motor acceptance corporation,273050000.0,262300000.0,Tue Mar 10 2019 02:30:00 GMT-0700 (PDT)
2009,Mercedes-Benz,E-Class,E350 4MATIC,Sedan,,wdbuf87x09b415059,MEDAN,42.0,29509.0,gray,black,cameron motor sports,417100000.0,421400000.0,Wed Feb 04 2018 02:00:00 GMT-0800 (PST)
2006,Toyota,4Runner,SR5,SUV,automatic,jtebu14r160091344,SURABAYA,41.0,132424.0,silver,black,ford-lincoln dealer program,205862500.0,199950000.0,Thu Mar 05 2019 06:00:00 GMT-0800 (PST)
2012,Cadillac,SRX,Luxury,SUV,automatic,3gyfnde31cs611362,JAKARTA,42.0,64803.0,brown,beige,the hertz corporation,402050000.0,408500000.0,Fri Jan 16 2019 04:00:00 GMT-0800 (PST)
2006,Toyota,Tundra,SR5,Access Cab,automatic,5tbbt44146s484408,SURABAYA,32.0,41339.0,white,gray,mascio motor car,337550000.0,367650000.0,Tue Feb 10 2018 01:30:00 GMT-0800 (PST)
2014,Toyota,Corolla,LE,Sedan,automatic,5yfburhe3ep082871,BALIKPAPAN,39.0,26434.0,silver,gray,avis corporation,285950000.0,311750000.0,Wed Feb 18 2018 02:00:00 GMT-0800 (PST)
2010,Mazda,Mazda6,i Grand Touring,Sedan,automatic,1yvhz8ch8a5m24422,MEDAN,1.0,89207.0,white,tan,tiger financial management llc,176300000.0,139750000.0,Tue Mar 03 2018 02:30:00 GMT-0800 (PST)
2005,Chevrolet,Equinox,LS,SUV,automatic,2cndl23f756120196,BALIKPAPAN,3.0,173638.0,white,gray,lester glenn buick,38162500.0,47300000.0,Wed Feb 11 2019 01:30:00 GMT-0800 (PST)
2014,Nissan,Versa Note,1.6 SV,Hatchback,automatic,3n1ce2cpxel394185,SURABAYA,47.0,10212.0,blue,gray,nissan north america inc.,227900000.0,219300000.0,Tue Jan 20 2019 02:00:00 GMT-0800 (PST)
2012,Nissan,Rogue,S,suv,automatic,jn8as5mv3cw374321,MEDAN,25.0,61871.0,black,black,nissan-infiniti lt,246175000.0,249400000.0,Thu Jun 18 2019 03:00:00 GMT-0700 (PDT)
2014,Dodge,Durango,R/T,suv,automatic,1c4sdjct4ec538036,BALIKPAPAN,3.0,10722.0,blue,black,pv holding inc/gdp,789050000.0,768625000.0,Thu Jun 04 2019 04:00:00 GMT-0700 (PDT)
2014,Ford,Fiesta,SE,hatchback,automatic,3fadp4ej1em212759,SURABAYA,44.0,36555.0,red,gray,enterprise veh exchange/rental,198337500.0,208550000.0,Fri Jun 12 2019 05:00:00 GMT-0700 (PDT)
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae0dh247801,BALIKPAPAN,42.0,57578.0,silver,gray,avis corporation,221450000.0,236500000.0,Tue Jan 13 2019 12:30:00 GMT-0800 (PST)
2005,Ford,Explorer,XLT,SUV,automatic,1fmzu63e95za45376,SURABAYA,2.0,127096.0,white,gray,anaheim mitsubishi,75787500.0,75250000.0,Wed Feb 11 2019 04:15:00 GMT-0800 (PST)
2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae1du501897,SURABAYA,,33702.0,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,208012500.0,120400000.0,Wed Dec 17 2018 12:00:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg6er390905,JAKARTA,4.0,17837.0,black,black,enterprise holdings/gdp,366575000.0,365500000.0,Thu Jan 08 2018 01:30:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,SUV,automatic,5xykt3a64fg594163,BALIKPAPAN,5.0,10119.0,white,black,kia motors america  inc,420325000.0,419250000.0,Wed Feb 11 2018 01:30:00 GMT-0800 (PST)
2007,Pontiac,G6,Value Leader,Sedan,automatic,1g2zf58b174252999,MEDAN,34.0,118144.0,blue,black,aaero sweet company,84387500.0,68800000.0,Wed Dec 17 2018 11:30:00 GMT-0800 (PST)
2013,Ford,Fusion Hybrid,SE,Sedan,automatic,3fa6p0lu1dr312795,SURABAYA,35.0,77194.0,silver,black,ge fleet services for itself/servicer,284875000.0,326800000.0,Thu Jan 08 2018 11:00:00 GMT-0800 (PST)
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek3dm922064,SURABAYA,43.0,19588.0,white,black,nissan infiniti lt,535350000.0,542875000.0,Thu Jan 15 2018 04:30:00 GMT-0800 (PST)
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f33ca092355,SURABAYA,26.0,29432.0,gray,black,ahfc/honda lease trust/hvt  inc. eot,270900000.0,242950000.0,Wed Feb 25 2018 01:30:00 GMT-0800 (PST)
2008,Jeep,Wrangler,Unlimited Sahara,SUV,,1j4gb59148l589334,JAKARTA,42.0,80596.0,green,gray,medlin buick gmc mazda,374100000.0,382700000.0,Tue Mar 03 2018 01:15:00 GMT-0800 (PST)
2013,Chevrolet,Malibu,LS Fleet,Sedan,,1g11a5sa0df282558,BALIKPAPAN,36.0,74500.0,blue,gray,ge fleet services for itself/servicer,213925000.0,206400000.0,Fri Jan 16 2019 01:00:00 GMT-0800 (PST)
2001,Toyota,Camry,LE,Sedan,automatic,4t1bf28k51u957786,SURABAYA,,236201.0,blue,—,gaudin motor co,30100000.0,32250000.0,Thu Dec 18 2018 11:45:00 GMT-0800 (PST)
2012,Ford,Mustang,V6,Coupe,automatic,1zvbp8am1c5212222,MEDAN,33.0,74528.0,blue,black,hopper motorplex inc,259075000.0,251550000.0,Wed May 27 2018 03:15:00 GMT-0700 (PDT)
2008,Nissan,Pathfinder,S,SUV,automatic,5n1ar18b18c616575,MEDAN,22.0,120892.0,—,gray,blue knob auto sales inc,151575000.0,159100000.0,Thu Jan 29 2018 01:05:00 GMT-0800 (PST)
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f27el214082,JAKARTA,43.0,36077.0,red,gray,avis corporation,224675000.0,221450000.0,Fri May 29 2018 03:00:00 GMT-0700 (PDT)
2010,,,,,automatic,1ftfw1ev0aka59932,SURABAYA,39.0,41353.0,white,beige,ge fleet services for itself/servicer,445050000.0,475150000.0,Wed Feb 18 2018 04:00:00 GMT-0800 (PST)
2011,BMW,5 Series,535i xDrive,Sedan,automatic,wbafu7c53bdu55853,SURABAYA,37.0,69502.0,gray,tan,autospot car sales,498800000.0,503100000.0,Thu Feb 19 2019 01:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,GL-Class,GL450 4MATIC,suv,automatic,4jgdf7ce4da247601,BALIKPAPAN,38.0,33296.0,blue,beige,the hertz corporation,896550000.0,877200000.0,Thu Jun 11 2019 04:30:00 GMT-0700 (PDT)
2010,Toyota,Camry,SE,Sedan,automatic,4t1bf3ek1au053654,BALIKPAPAN,38.0,54600.0,gold,beige,award auto sales and leasing inc,219300000.0,219300000.0,Wed Feb 04 2019 01:10:00 GMT-0800 (PST)
2014,Kia,Forte,LX,Sedan,automatic,knafx4a61e5223753,BALIKPAPAN,5.0,6140.0,red,black,kia motors america  inc,278425000.0,266600000.0,Tue Feb 17 2018 01:30:00 GMT-0800 (PST)
2014,Lincoln,MKZ,Base,Sedan,automatic,3ln6l2gk7er820874,JAKARTA,43.0,24385.0,—,black,avis budget group,513850000.0,513850000.0,Wed May 27 2018 03:00:00 GMT-0700 (PDT)
2007,Chevrolet,Cobalt,LS,Sedan,automatic,1g1ak55f477110665,BALIKPAPAN,2.0,144157.0,red,gray,united auto credit/irvine,46762500.0,34400000.0,Tue Feb 03 2018 00:30:00 GMT-0800 (PST)
2005,Jeep,Wrangler,X,SUV,manual,1j4fa39s15p356043,MEDAN,42.0,59368.0,silver,gray,bob baker jeep,276275000.0,169850000.0,Wed Mar 04 2018 04:15:00 GMT-0800 (PST)
2011,Dodge,Charger,Base,Sedan,automatic,2b3cl3cg6bh561186,MEDAN,34.0,33345.0,white,beige,capital one auto finance,310675000.0,350450000.0,Thu Jan 08 2018 12:00:00 GMT-0800 (PST)
2007,Ford,Fusion,SE,Sedan,,3fahp07zx7r279069,SURABAYA,,70948.0,gray,—,towne motors inc,108575000.0,137600000.0,Fri Dec 19 2019 09:30:00 GMT-0800 (PST)
2013,Ford,Escape,SE,SUV,automatic,1fmcu9gx7duc80082,MEDAN,44.0,56378.0,—,beige,lease plan usa,310675000.0,311750000.0,Tue Jan 20 2018 01:30:00 GMT-0800 (PST)
2006,Ford,Fusion,S,sedan,manual,3fafp06z96r127680,SURABAYA,19.0,115998.0,gold,beige,hendrick chevrolet,55900000.0,53750000.0,Mon Jun 15 2019 02:15:00 GMT-0700 (PDT)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar2dm352531,SURABAYA,38.0,44457.0,red,black,the hertz corporation,436450000.0,423550000.0,Thu Jan 29 2018 03:30:00 GMT-0800 (PST)
2014,Chevrolet,Sonic,LT,Sedan,automatic,1g1jc5sh4e4110070,MEDAN,44.0,40464.0,gray,black,the hertz corporation,204250000.0,206400000.0,Thu May 28 2019 05:00:00 GMT-0700 (PDT)
2012,Ford,Focus,SEL,Hatchback,,1fahp3m28cl240692,SURABAYA,38.0,33697.0,blue,black,ford motor credit company llc,235425000.0,232200000.0,Fri Jan 23 2018 01:00:00 GMT-0800 (PST)
2013,Mazda,Mazda3,i Touring,Hatchback,automatic,jm1bl1lp0d1790270,SURABAYA,37.0,48634.0,gray,black,avis corporation,274125000.0,264450000.0,Tue Feb 24 2019 00:00:00 GMT-0800 (PST)
2012,Toyota,Sienna,LE 8-Passenger,Minivan,automatic,5tdkk3dc8cs180967,BALIKPAPAN,26.0,31908.0,gray,gray,world omni financial corporation,385925000.0,404200000.0,Tue Feb 10 2018 01:30:00 GMT-0800 (PST)
2011,GMC,Acadia,Denali,SUV,automatic,1gkkvtedxbj419045,JAKARTA,43.0,30979.0,white,beige,fiserv/usb dealer services northstar exchange,602000000.0,597700000.0,Fri Jan 09 2019 09:00:00 GMT-0800 (PST)
2010,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5apxac815029,BALIKPAPAN,27.0,66638.0,black,black,fred anderson kia,287025000.0,270900000.0,Mon Feb 23 2019 01:00:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G25,G Sedan,automatic,jn1dv6ap8cm700365,SURABAYA,44.0,32049.0,gray,black,nissan infiniti lt,377325000.0,387000000.0,Wed Feb 18 2019 02:30:00 GMT-0800 (PST)
2014,Chevrolet,Malibu,LT,Sedan,automatic,1g11c5sl4ef253996,MEDAN,4.0,19937.0,beige,gray,gm remarketing,330025000.0,320350000.0,Tue Mar 10 2019 03:00:00 GMT-0700 (PDT)
2008,Mercedes-Benz,E-Class,E350 4MATIC,Sedan,automatic,wdbuf87x98b216526,BALIKPAPAN,46.0,74756.0,black,black,remarketing by ge/manheim arena illinois,291325000.0,301000000.0,Tue Mar 10 2018 03:00:00 GMT-0700 (PDT)
2003,Honda,Pilot,EX,SUV,automatic,2hkyf18613h600825,BALIKPAPAN,2.0,100269.0,silver,gray,hendrick acura,96212500.0,137600000.0,Wed Jan 28 2019 06:30:00 GMT-0800 (PST)
2013,Toyota,RAV4,LE,SUV,automatic,2t3bfrevxdw050373,MEDAN,27.0,53363.0,white,gray,the hertz corporation,347225000.0,333271500.0,Tue May 26 2019 03:00:00 GMT-0700 (PDT)
2013,Nissan,Murano,SL,SUV,automatic,jn8az1mu6dw211739,SURABAYA,32.0,19605.0,red,beige,nissan north america inc.,511700000.0,503100000.0,Wed Feb 04 2018 01:00:00 GMT-0800 (PST)
2013,Ford,Fiesta,SE,Sedan,automatic,3fadp4bj3dm164653,BALIKPAPAN,35.0,28384.0,silver,silver,ford motor credit company llc pd,208012500.0,154800000.0,Thu Jan 15 2019 01:00:00 GMT-0800 (PST)
2009,Chrysler,Sebring,Touring,Convertible,automatic,1c3lc55d79n565864,SURABAYA,29.0,76000.0,blue,gray,automobiles paille inc,117175000.0,120400000.0,Thu Jun 04 2018 02:30:00 GMT-0700 (PDT)
2009,Chevrolet,Silverado 1500,LTZ,Crew Cab,automatic,3gcek33369g234417,MEDAN,39.0,81110.0,black,black,joyce koons honda buick gmc,460100000.0,440750000.0,Thu Jan 15 2018 01:35:00 GMT-0800 (PST)
2014,Hyundai,Sonata,SE,Sedan,automatic,5npec4ab7eh937250,SURABAYA,27.0,7721.0,white,black,hyundai motor finance,416025000.0,344000000.0,Tue Jan 06 2018 09:30:00 GMT-0800 (PST)
2005,Dodge,Ram Pickup 2500,SLT,Quad Cab,automatic,3d7ks28c05g730058,BALIKPAPAN,27.0,158540.0,gray,gray,walker quality sales,344000000.0,311750000.0,Thu Feb 26 2018 02:45:00 GMT-0800 (PST)
2007,Ford,F-150,FX4,SuperCrew,automatic,1ftpw14v47kc47688,SURABAYA,27.0,210028.0,gray,gray,ford motor credit company llc,123087500.0,113950000.0,Thu May 28 2018 03:00:00 GMT-0700 (PDT)
2000,Chrysler,Cirrus,LXi,Sedan,automatic,1c3ej56h0yn104116,MEDAN,35.0,76229.0,beige,beige,nalley toyota stonecrest,22037500.0,30100000.0,Tue May 26 2019 06:00:00 GMT-0700 (PDT)
2010,GMC,Sierra 1500,SL,Crew Cab,automatic,3gtrkuea1ag200070,MEDAN,38.0,55716.0,silver,black,midtown motors,389150000.0,421400000.0,Wed Feb 18 2019 02:30:00 GMT-0800 (PST)
2013,Chevrolet,Equinox,LT,suv,automatic,2gnflde30d6354908,BALIKPAPAN,46.0,68214.0,blue,black,california auto wholesale,296700000.0,333250000.0,Wed Jun 17 2018 05:30:00 GMT-0700 (PDT)
2013,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg1dr630667,JAKARTA,19.0,65596.0,red,black,the hertz corporation,274125000.0,258000000.0,Thu Jun 18 2019 03:30:00 GMT-0700 (PDT)
2014,Ford,Edge,Limited,SUV,automatic,2fmdk4kc5eba50940,JAKARTA,46.0,18689.0,red,black,ars/enterprise,571900000.0,548250000.0,Wed Jan 21 2019 01:00:00 GMT-0800 (PST)
2007,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38797b054040,MEDAN,26.0,142236.0,silver,gray,lester glenn buick,137062500.0,135450000.0,Wed May 20 2019 02:30:00 GMT-0700 (PDT)
2010,Dodge,Caliber,Mainstreet,Wagon,automatic,1b3cb3ha2ad545649,BALIKPAPAN,36.0,42059.0,red,black,santander consumer,177912500.0,193500000.0,Wed Feb 11 2018 02:30:00 GMT-0800 (PST)
2004,Chevrolet,Silverado 1500,LT,Extended Cab,automatic,1gcek19t94e335379,MEDAN,19.0,141145.0,blue,gray,pat o'brien chevrolet west,154262500.0,142975000.0,Tue Dec 30 2018 09:30:00 GMT-0800 (PST)
2004,Dodge,Grand Caravan,SXT,Minivan,automatic,2d4gp44l94r570776,BALIKPAPAN,22.0,143935.0,blue,gray,consolidated asset recovery systems  inc.,36012500.0,13975000.0,Wed Jan 21 2019 08:32:00 GMT-0800 (PST)
2013,Ford,Edge,SEL,suv,automatic,2fmdk3jc2dbb94617,MEDAN,5.0,27336.0,white,tan,ford motor credit company llc,453650000.0,479450000.0,Tue Jun 16 2018 04:00:00 GMT-0700 (PDT)
2006,Nissan,Pathfinder,SE,suv,automatic,5n1ar18u66c675507,BALIKPAPAN,21.0,151790.0,white,gray,autonation chevrolet northpoint,110187500.0,107500000.0,Tue Jun 02 2019 05:30:00 GMT-0700 (PDT)
2013,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4hjwdg8dl557933,BALIKPAPAN,38.0,34361.0,blue,black,avis corporation,563300000.0,559000000.0,Tue May 19 2019 05:45:00 GMT-0700 (PDT)
2012,MINI,Cooper Countryman,S ALL4,wagon,,wmwzc5c58cwl62644,JAKARTA,42.0,62838.0,green,black,adcock brothers inc,345075000.0,324650000.0,Fri May 29 2018 02:00:00 GMT-0700 (PDT)
2013,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1u83d1708071,SURABAYA,,22120.0,gray,black,hertz/tra,254775000.0,28487500.0,Wed Dec 17 2018 09:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap6cc243162,MEDAN,41.0,21985.0,gray,gray,nissan-infiniti lt,282725000.0,258000000.0,Tue Mar 03 2019 01:30:00 GMT-0800 (PST)
2012,Volvo,S60,T5,Sedan,automatic,yv1622fs4c2076588,SURABAYA,34.0,76322.0,—,black,wheels exchange llc,255850000.0,264450000.0,Wed Jun 17 2018 03:15:00 GMT-0700 (PDT)
